observation,PC1,PC2,PC3,PC4,PC5
216,4.060052622288267,0.9909304602250069,1.5661738083837127,-0.08452098500403962,-2.0805010053337747
217,4.056233881642865,0.6741512396033789,-1.2312992128450784,1.0908000926803434,-2.00013369973986
218,3.9349487180893727,0.5084921436447964,-0.25602933652637344,-0.5203590044132969,-1.7862671256490528
219,3.67628849879608,0.5425286959439843,0.653414486537017,-0.5139721203921004,-1.4906566443370963
220,3.3648889553692465,0.49800745734567176,0.2796129778506727,0.09427810766947152,-1.1508167587950324
221,3.6654672508641664,0.46079278342531216,0.05954925273706454,-0.04440897626338168,-1.0366840965014532
222,3.7298219773267567,0.4812797531978862,-0.9949492210886851,-0.6720703982429164,-1.0893095255969105
223,3.78770778476897,0.6486439838457928,-0.006729157717145176,0.16554975167370398,-1.6876560659784665
224,3.9619339078050935,0.7475438947354951,-0.4519558038696542,0.2785253127203688,-1.3135723205441259
225,3.942465963935908,0.7633862975813345,-0.10219392414597236,0.38061348966818687,-2.248372322660177
226,3.8655208934087053,0.4366712691044363,1.0446026740955399,0.4480212182455591,-1.094600395219424
227,3.8089934602834647,0.4494295574932749,-0.1461645528116979,-0.3420909989878167,-0.9230161141099239
228,4.001288596357316,0.38200380717670307,0.526097530124508,0.04588099692424468,-1.0643003742391215
229,3.736365793843234,0.9768361970516716,1.423715153698844,-0.26964555189053324,-1.5992584644970147
230,3.7848020094150256,0.6053346324893625,0.05988758144529473,0.49299737497054813,-1.2065464935483776
231,3.8251928033103746,0.5955757037746031,0.5465759427831596,0.614682442054593,-1.7817626471223733
232,3.728952390817705,0.8796418985709861,0.9689916572609928,-0.04123873626262717,-1.4917910952313627
233,3.7384820333448836,0.8690309606748304,0.11530523129703546,0.18239111234039276,-1.6383755199720476
234,3.6811653620031746,0.7834031627295829,0.666531406790695,-0.12578419341425334,-1.424344124965774
235,3.713683108569315,0.6450522519277492,1.1092905638258013,0.4984129030776498,-1.1348806788042145
236,3.715729151448552,0.8896398452993834,0.6086336659817827,-0.32072093362725024,-1.339000650914416
237,3.582953414699643,0.2770244492579085,-0.6774434013023403,-0.4450464375586155,-0.570992160809268
238,3.6023096719198304,0.7120703008622913,0.48896110320180614,-0.9639163463010685,-0.7865594877579977
239,3.4353318545180835,0.5189006185872145,1.1967634645780465,-0.7713474416979887,-0.7289279375172776
240,3.482618921907169,0.3213293532616736,-0.2856000381449296,-0.5029309610398285,-0.9163588644956467
241,3.411534864933382,0.5238012933684271,-0.06069062189407442,-1.2325159037486293,-0.8350982503114363
242,3.3350138260144977,0.4938565102250994,1.445142566829964,-0.42264572296616404,-0.6200639380052594
243,3.488365930520989,0.4637954196913314,0.8998198978536528,-1.054696764386352,-0.3915493886309025
244,3.4592417559075805,0.4169463689101851,0.2719376666385588,-0.934940929326043,-0.5248018967380276
245,3.6730134119048667,0.5038716941582355,-0.07747355094962098,-0.43407398419860294,-1.032252331270825
246,3.59849924216763,0.4478724399168999,-0.9032258828301843,-0.22605464306739745,-1.0221271307506326
247,3.6480352829263656,0.40275845148529044,-0.3997757609459731,0.009252436546966947,-0.6452399787837492
248,3.824209385964568,0.6170017189562521,1.8947799334431392,1.056570921998034,-0.9137162046275101
249,3.85349791620968,0.6160468608556592,0.5256449792266842,0.2454911868039376,-1.264494624157983
250,3.700766401154265,0.5705578317943603,0.057641978207943305,0.5358817996147093,-1.1455997120917736
251,3.8077821318455665,0.8645118122665664,0.3249231227888861,-0.029417800506122672,-1.2926552796376185
252,3.9105695839212427,0.7433946277555643,0.7058099628049073,0.11037216663645164,-0.8501563276308576
253,3.7037255015784623,0.6305534265669236,-1.0305257673786692,0.061906887695272396,-1.1815811345928249
254,3.932311280505092,0.7573718985353737,-0.640275955187796,-0.26554950720659215,-1.2618644923979907
255,3.829391494632326,0.5761179084623189,-0.5312309127607924,0.2557617763584934,-1.2020914734989616
256,3.988176974285827,0.7272940535337703,-0.11170979337068557,-0.24288769224709789,-1.1393943470199497
257,3.734909941888214,0.8768862788510781,1.1040395870576867,-0.30293654984858104,-0.7735199001605612
258,3.8180388967977557,0.6531426649700988,-0.8124694800818718,-0.26138758692974756,-1.4379484581198465
259,4.080179928035747,0.8443536489982078,0.1799236772941961,0.20077418746589124,-1.1845584605083543
260,3.721001196915573,0.8394184559584956,-1.0102177029257566,-0.3613649242278542,-1.3252789022334068
261,3.762711608288425,0.9200670305156491,-1.1656117899601823,-0.7252835461438945,-1.2495060460631822
262,3.707002605386557,0.5016744466338824,-0.14785694103061398,-0.3368568152858654,-1.05685743154913
263,3.7843472848186526,0.6778815807234054,1.1061393869680707,-0.5497787710242806,-0.9263730209407536
264,3.8475284469443265,0.5746990578808028,0.3080591497200294,-0.31355653109962783,-0.8436640162032218
265,3.8595292390518465,0.36836634784471367,-0.19129432831355245,-0.5749430048922205,-0.8721496060735241
266,3.8202496932108576,0.30579146676964364,1.0529992533333214,0.07185938247010046,-0.6755085403021348
267,3.8884720362400085,0.9083375074233365,-0.04712405127608972,-0.8662086208747543,-1.2078893409897795
268,3.7025354732362743,0.5571435885063869,-1.4031248172287496,-0.0713163796566738,-1.1488828745069146
269,3.7664973795328587,0.7088800745012791,0.3375493522816666,-0.3058736864066814,-1.3860390051330072
270,3.8237418306310658,0.8081060551967455,0.6735495091042973,-0.3431969668954569,-1.4859007118763543
271,3.9070171210909677,0.763052894476059,0.69495903007096,0.059375319215723546,-1.3665273687102315
272,4.151607697810023,0.3777008895076469,-1.3402719143775819,0.37660648211868053,-1.3827416331704336
273,4.207390504439109,0.5190135120456252,1.6581256734770937,0.7986576872296197,-1.0972017395459175
274,3.6822459120805324,0.5155127925024442,0.6029638162088007,0.3611973448191383,-0.7232573956955013
275,3.4780653870116294,0.7732518773332466,0.768075747532688,0.8834924975504349,-0.9081167787932308
276,3.6954650127028943,0.8321013831722365,1.4925343036174985,0.8981999030108317,-0.8194246646562089
277,3.8693596560049146,0.8099910593420633,-0.8164593492500146,-0.09453674630424747,-1.6313231069692287
278,3.930971834126,0.6032885819154425,0.9426426939170716,0.5230795196978002,-1.023996360569957
279,3.6985473040205656,0.6827215682749268,-1.0484116725916186,0.039407005560309044,-1.3148566797372694
280,3.7214221767633826,0.5401560993327656,-0.5496941820620078,0.5127213500855198,-0.8249796206038494
281,3.599913650647436,0.6250301325068383,0.6632306857003875,0.728819822070822,-0.764836004689045
282,3.6368658262765585,0.6354497306568068,-0.177315919311281,0.4071847787566521,-0.6735905066180287
283,3.5967010752433035,0.8634314520921126,0.12263990293168947,0.11509596415410216,-1.2102573111983528
284,3.5721683443089813,0.8992441080575378,-0.24118973371892738,0.8470925695520166,-1.3305534595299506
285,3.5831405071679368,1.0119983907608223,0.05565967681908708,0.46760169662272977,-0.9982095075527203
286,3.54691725765654,0.677373179545937,-1.5780121397477977,0.6159195998308097,-0.5837650872304001
287,3.8881515010798497,0.5950472390330169,-0.7584578866689531,1.0241926142320434,-0.764754151951567
288,3.76189177207811,0.6592662031701108,-1.6805213496151679,0.096171200241536,-1.0620280387583947
289,4.015297336090737,0.7035671596275562,1.696473397194918,-0.19618618754276382,-1.030986282481274
290,3.9789553373882574,0.20856278361218278,-1.5829910081250547,0.418121578241535,-1.062295463263848
291,4.001260227184239,0.3864151343874913,-0.7565620798454775,0.03041321553163652,-1.111296620982273
